title,authors,isbn13
X/1999  Volume 01: Prelude,CLAMP,9781569319499
X/1999  Volume 02: Overture,CLAMP/Fred Burke,9781569319505
鋼之鍊金術師 1,Hiromu Arakawa/荒川弘/方郁仁,9789861146096
鋼之鍊金術師 6,Hiromu Arakawa/荒川弘/方郁仁,9789861146140
鋼之鍊金術師 10,Hiromu Arakawa/荒川弘/方郁仁,9789861156538
鋼之鍊金術師 4,Hiromu Arakawa/荒川弘/方郁仁,9789861146126
鋼之鍊金術師 9,Hiromu Arakawa/荒川弘/方郁仁,9789861156521
鋼之鍊金術師 5,Hiromu Arakawa/荒川弘/方郁仁,9789861146133
鋼之鍊金術師 2,Hiromu Arakawa/荒川弘/方郁仁,9789861146102
鋼之鍊金術師 7,Hiromu Arakawa/荒川弘/方郁仁,9789861146157
The Gospel According to Job,Mike Mason,9781581344493
Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,9780240805412
The Complete Poems (Poetry Library),D.H. Lawrence,9781853264177
Complete Short Stories  Vol 2,D.H. Lawrence,9780670000968
D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,9780141180304
Sons and Lovers,D.H. Lawrence/Geoff Dyer,9780375753732
The Woman Who Rode Away and Other Stories,D.H. Lawrence/Christa Jansohn,9780521294300
Amnesia Moon,Jonathan Lethem,9780156031547
Paul Revere's Ride,David Hackett Fischer,9780195098310
The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,9780195121216
Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,9780195023664
Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,9780231121910
The All-True Travels and Adventures of Lidie Newton,Jane Smiley,9780449910832
The Age of Grief,Jane Smiley,9780385721875
A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,9781400033171
Venetia,Georgette Heyer,9780373771660
Lady of Quality,Georgette Heyer,9780099474463
False Colours,Georgette Heyer,9780099476337
Sylvester,Georgette Heyer/Joan Wolf,9780373836086
The Convenient Marriage,Georgette Heyer,9780099474425
Sprig Muslin,Georgette Heyer,9780099476351
The Talisman Ring,Georgette Heyer,9780099474395
The Nonesuch,Georgette Heyer,9780099474388
The Foundling,Georgette Heyer/Kay Hooper,9780373835492
Ali and Nino,Kurban Said/Jenia Graman,9780099283225
Ali und Nino,Kurban Said,9783548601311
Last Rights (Francis Hancock #1),Barbara Nadel,9780755321360
Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,9781933397498
Deep Waters (Cetin Ikmen  #4),Barbara Nadel,9780747267195
After the Mourning (Francis Hancock #2),Barbara Nadel,9780755321384
Spiritual Midwifery,Ina May Gaskin,9781570671043
Monday Night Class,Stephen Gaskin,9781570671814
Summer of the Dragon,Elizabeth Peters,9780380731220
Devil May Care,Elizabeth Peters,9780380731152
The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,9780380731954
The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,9780786710652
The Best American Classics,Cook's Illustrated Magazine/John  Burgoyne,9781933615035
Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,9780936184920
Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,9780936184722
Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,9780964017931
Zelda's Cut,Philippa Gregory,9780006511779
Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,9780375806155
Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,9781421506746
Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,9781591164593
Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon/Peter Davison,9781580070911
1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,9780486256078
Gold Rage (Wilderness  #27),David   Robbins/David Thompson,9780843945195
Asfixia,Chuck Palahniuk,9789875661707
Expectant Father,Melinda Curtis,9780373713011
Horse Heaven,Jane Smiley,9780804119436
The Night Remembers (Night  #1),Kathleen Eagle,9780380784912
The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,9780345476999
Vanish (Rizzoli & Isles  #5),Tess Gerritsen,9780345476982
Call After Midnight & Under The Knife,Tess Gerritsen,9780373771721
The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,9780553815023
Body Double (Rizzoli & Isles  #4),Tess Gerritsen,9780345458940
Life Support,Tess Gerritsen,9780671553043
The Family that Couldn't Sleep,D.T. Max,9781400062454
River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,9780465069903
Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,9780345346292
Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,9781593074067
Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,9780395877432
A Mad People's History of Madness,Dale Peterson,9780822953319
A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,9780743202411
Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,9780875526027
Blame!  Vol. 7,Tsutomu Nihei,9781595328403
The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,9780679887430
Blame!  Vol. 8,Tsutomu Nihei,9781595328410
The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,9780415926300
Blame It on Paris,Laura Florand,9780765315083
No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,9780099493679
Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers' Institute,9781571458681
Who's To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,9780553285550
Blame! #1,Tsutomu Nihei,9782723431026
Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,9780345492791
Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,9780345492807
Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/大暮 維人,9780345492784
Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/大暮 維人,9780345492814
Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,9780765804716
Mutant Message Down Under,Marlo Morgan,9780060723514
Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,9781932442526
Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,9780142004821
The New Mutants Classic  Vol. 1,Chris Claremont/Bob McLeod,9780785121947
James Dean: The Mutant King: A Biography,David Dalton,9781556523984
Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,9780936197449
El Retrato De Dorian Gray,Oscar Wilde,9788495311788
Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,9780743485043
Henry IV  Part 2,William Shakespeare/Barbara A. Mowat/Paul Werstine,9780743485050
Henry IV  part II,William Shakespeare,9780141016702
King Henry IV  Part 2,William Shakespeare/Arthur Raleigh Humphreys,9781904271062
Piccole donne,Louisa May Alcott/Jame's Prunier/Laura Cangemi,9788838461132
I Henry IV,William Shakespeare/Gordon McMullan,9780393979312
Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,Luigi Pirandello/Henry Reed,9780714541105
Henry IV  Parts I & II,William Shakespeare/Ronald K. Levao,9780321182746
Black Sunday,Thomas  Harris,9780451217417
Hannibal (Hannibal Lecter  #3),Thomas  Harris,9780099297703
The Hannibal Lecter Trilogy,Thomas  Harris,9780434009053
Velocity,Dean Koontz,9780553588255
Hideaway,Dean Koontz,9780425203897
Lightning,Dean Koontz,9780425192030
The Servants of Twilight / Darkfall / Phantoms,Dean Koontz/Leigh Nichols,9780517064870
Shadow Fires,Leigh Nichols/Dean Koontz,9780425136980
The Bad Place,Dean R. Koontz,9780425195482
Fear Nothing (Moonlight Bay  #1),Dean Koontz,9780553579758
The Key to Midnight,Dean Koontz/Leigh Nichols,9780425147511
Mr. Murder,Dean Koontz,9780425210758
The Face,Dean Koontz,9780553584486
Shattered,Dean Koontz,9780425099339
Intensity,Dean Koontz,9780553582918
The Eyes of Darkness,Leigh Nichols/Dean Koontz,9780425153970
The Door to December,Richard Paige/Dean Koontz,9780451205421
The Servants of Twilight,Leigh Nichols/Dean Koontz,9780747236382
Darkfall,Dean Koontz,9780425214596
Ghosts and Grisly Things,Ramsey Campbell/Jack Dann/Dennis Etchison,9780312867577
Shakespeare: The Biography,Peter Ackroyd,9781400075980
The Necessary Shakespeare,William Shakespeare,9780321272508
Shakespeare After All,Marjorie Garber,9780385722148
Playing Shakespeare: An Actor's Guide,John   Barton/Luann Walther,9780385720854
John Grisham Value Collection: A Time to Kill  The Firm  The Client,John Grisham/Michael Beck/Blair Brown/D.W. Moffett,9780739312643
The Pelican Brief,John Grisham,9780385339704
The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),Michael Connelly,9780316154970
Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #7),Michael Connelly,9780446607278
The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,9780316614566
Chasing the Dime,Michael Connelly,9780446611626
Tales From Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,9781853261404
Shakespeare's Champion (Lily Bard  #2),Charlaine Harris,9780425213100
Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,9780393050578
Sonnets,William Shakespeare/Barbara A. Mowat/Paul Werstine,9780671722876
Shakespeare's Trollop (Lily Bard  #4),Charlaine Harris,9780425196991
Shakespeare's Kitchen: Renaissance Recipes for the Contemporary Cook,Francine Segan/Tim Turner/Patrick O'Connell,9780375509179
The Art of Shakespeare's Sonnets,Helen Vendler,9780674637122
Hide (Detective D.D. Warren  #2),Lisa Gardner,9780553804324
Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,9780553584530
The Third Victim (Quincy & Rainie  #2),Lisa Gardner,9780553578683
On Becoming a Novelist,John Gardner/Raymond Carver,9780393320039
The Art of Fiction: Notes on Craft for Young Writers,John Gardner,9780679734031
October Light,John Gardner/Tom Bissell,9780811216371
Excellence,John W. Gardner,9780393312874
Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,9781593080648
Poetry  Tales and Selected Essays,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,9781883011383
The Sons,Franz Kafka/Edwin Muir/Willa Muir/Eithne Wilkins/Ernst Kaiser/Mark Anderson/Arthur S. Wensinger,9780805208863
The Metamorphosis And Other Stories,Franz Kafka/Joachim Neugroschel,9780684194264
Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,9780671684020
Lolita: The Screenplay,Vladimir Nabokov,9780679772552
Mysteries,Knut Hamsun/Sverre Lyngstad,9780141186184
Victoria,Knut Hamsun/Oliver Stallybrass,9781557131775
The Wanderer,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,9780285647879
Pan,Knut Hamsun/Sverre Lyngstad,9780141180670
The Last Joy,Knut Hamsun/Sverre Lyngstad,9781931243193
In Wonderland,Knut Hamsun/Sverre Lyngstad,9780970312556
Guilty as Charged,Scott Turow/Sarah Shankman/Jay Brandon/Jeremiah Healy/Ed Gorman/John Jakes/Maynard F. Thomson/Lia Matera/Susan Dunlap/Bill Pronzini/John Lutz/Andrew Klavan/Marcia Muller/Stuart M. Kaminsky/Carolyn Wheat/Stan Washburn/Valerie Frankel,9780671519162
On the Shoulders of Giants: The Great Works of Physics and Astronomy,Stephen Hawking/Isaac Newton/Nicolaus Copernicus/Albert Einstein/Johannes Kepler/Galileo Galilei,9780762427321
Visions of Heaven and Hell,Clive Barker,9780847827374
Books of Blood: Volumes One to Three (Books of Blood #1-3),Clive Barker,9780425165584
Everville (Book of the Art #2),Clive Barker,9780060933159
The Great and Secret Show (Book of the Art #1),Clive Barker,9780060933166
Abarat: Days of Magic  Nights of War,Clive Barker,9780060596385
Imajica: The Reconciliation,Clive Barker,9780061094156
Sacrament,Clive Barker,9780006482642
The Inhuman Condition (Books of Blood  #4),Clive Barker,9780743417341
Notebook of a Return to the Native Land,Aimé Césaire/Annette Smith/Clayton Eshleman,9780819564528
The Return of the Native,Thomas Hardy/Alexander Theroux,9780375757181
Blood and Smoke,Stephen King,9780671046170
LT's Theory of Pets,Stephen King,9780743520058
Carretera maldita,Richard Bachman/Stephen King/Joseph M. Apfelbäume,9788401474729
Silver Bullet,Stephen King/Bernie Wrightson,9780451821287
Patriot Games (Jack Ryan  #1),Tom Clancy,9780425134351
Legends,Robert Silverberg/Stephen King/Robert Jordan/Terry Goodkind/Anne McCaffrey/Orson Scott Card/Tad Williams/George R.R. Martin/Raymond E. Feist/Terry Pratchett/Ursula K. Le Guin,9780765300355
Bare Bones: Conversations on Terror with Stephen King,Tim Underwood/Chuck Miller/Stephen King,9780446390576
Four Past Midnight,Stephen King,9780451213594
Gerald's Game,Stephen King,9780831727529
Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season,Stewart O'Nan/Stephen King,9780743267533
El talismán,Stephen King/Peter Straub/Pilar Giralt Gorina,9788408042433
Rabia,Richard Bachman/Stephen King/Hernán Sabaté Vargas,9788427011502
The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon/Steven Rimbauer/Ridley Pearson,9780786890439
Now and on Earth,Jim Thompson/Stephen King,9780679740131
The Monkey,Stephen King/David Purdham,9780394299037
Desperation / The Regulators: Box Set,Stephen King/Richard Bachman,9780670776054
Ojos de fuego,Stephen King/Eduardo Goligorsky,9780609810873
Tevye's Daughters: Collected Stories of Sholom Aleichem,Sholom Aleichem/Frances Butwin,9781929068036
Favorite Tales of Sholom Aleichem,Sholom Aleichem/Ben Shahn/Frances Butwin/Julius Butwin,9780517412947
Brown Girl  Brownstones,Paule Marshall/Mary Helen Washington/Edwidge Danticat,9781558614987
Gimpel the Fool: And Other Stories,Isaac Bashevis Singer/Saul Bellow,9780374500528
At the Mountains of Madness,H.P. Lovecraft/China Miéville/S.T. Joshi,9780812974416
At the Mountains of Madness and Other Novels,H.P. Lovecraft/James Turner/S.T. Joshi/August Derleth,9780870540387
At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,9780345329455
Mountain Madness (Wilderness  #24),David   Robbins/David Thompson,9780843943993
At the Mountains of Madness and Other Novels of Terror,H.P. Lovecraft/August Derleth/E. Hoffmann Price,9780007127771
The Aeneid (Verse Translation),Virgil/Rolfe Humphries,9780024277800
War and the Iliad,Simone Weil/Rachel Bespaloff/Mary McCarthy/Christopher E.G. Benfey/Hermann Broch,9781590171455
Trojan Odyssey (Dirk Pitt  #17),Clive Cussler,9780425199329
The Divine Comedy II: Purgatory,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,9780140440461
Paradiso (The Divine Comedy  #3),Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,9780140441055
Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,9780764804946
The Canterbury Tales: Fifteen Tales and the General Prologue,Geoffrey Chaucer/V.A. Kolve/Glending Olson,9780393925876
Fanning the Flame: Bible  Cross  and Mission,Chris    Green/Chris Wright/Paul Douglas Gardner,9780310249870
From the Earth to the Moon (Extraordinary Voyages  #4),Jules Verne,9781598184549
The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Verne,Mike Ashley/Eric Brown/Keith Brooke/Johan Heliot/Kevin J. Anderson/Sarah A. Hoyt/Justina Robson/Adam Roberts/Paul Di Filippo/Tim Lebbon/Molly Brown/Tony Ballantyne/Stephen Baxter/Richard A. Lupoff/Sharan Newman/Michael Pagel/Liz Williams/Brian Stableford/James Lovegrove/Ian Watson/Peter Criwther/Laurent Genefirt/F. Gwynplaine MacIntyre/Michael Mallory,9780786714957
Journey to the Center of the Earth (Extraordinary Voyages  #3),Jules Verne,9780553213973
20 000 Leagues Under The Sea,Pauline Francis/Jules Verne,9780237526887
The Mysterious Island (Extraordinary Voyages  #12),Jules Verne/Caleb Carr/Jordan Stump,9780812972122
The Lighthouse at the End of the World,Jules Verne,9781589630949
The World of Jules Verne,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,9781885586421
The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20),Jules Verne/Agnes D. Kingston,9781410103277
Around the World in Eighty Days,Jules Verne/Herbert R. Lottman/Jacqueline Rogers,9780451529770
The Mysterious Island,Jules Verne/Jordan Stump/Caleb Carr,9780812966428
Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32),Jules Verne,9781410102157
Final Payments,Mary Gordon,9780307276780
Sliver of Truth (Ridley Jones #2),Lisa Unger,9780307338464
The Mothman Prophecies,John A. Keel,9780340824467
Intimate Communion: Awakening Your Sexual Essence,David Deida/Lorrie Bortner,9781558743748
Letter to a Man in the Fire: Does God Exist and Does He Care?,Reynolds Price,9780684856278
The Promise of Rest,Reynolds Price/Mary Bess Engel,9780684825106
Perfect Match,Jodi Picoult,9780743418720
Demon Box,Ken Kesey,9780140085303
Sailor Song,Ken Kesey,9780140139976
On the Bus: The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of Counterculture,Paul Perry/Ken Babbs,9781560251149
The Further Inquiry,Ken Kesey/Ron Bevirt,9780670831746
Goodnight Moon,Margaret Wise Brown/Clement Hurd,9780060775858
Goodnight Moon 123: A Counting Book (Over the Moon),Margaret Wise Brown/Clement Hurd,9780061125935
New Rules: Polite Musings from a Timid Observer,Bill Maher,9781594862953
True Story,Bill Maher,9780743291354
Does Anybody Have a Problem With That? The Best of Politically Incorrect,Bill Maher,9780345412812
